index	masked sentence	original sentence	json file	sentence begin	sentence end	denotation 1	denotation 2
256	Interleukin - 1β ( IL - 1β ) and @DISEASE$ necrosis factor - α ( TNF - α ) are two important @GENE$ with a relevant role in the inflammatory disorders	Interleukin - 1β ( IL - 1β ) and tumor necrosis factor - α ( TNF - α ) are two important pro - inflammatory cytokines with a relevant role in the inflammatory disorders	1dfzj1b3-86-body_text.json	0	168	{'id': 'A-biobert_T5', 'span': {'begin': 89, 'end': 118}, 'obj': 'Gene'}	{'id': 14, 'span': {'begin': 33, 'end': 39}, 'obj': 'Disease'}
257	Interleukin - 1β ( IL - 1β ) and @DISEASE$ necrosis factor - α ( @GENE$ ) are two important pro - inflammatory cytokines with a relevant role in the inflammatory disorders	Interleukin - 1β ( IL - 1β ) and tumor necrosis factor - α ( TNF - α ) are two important pro - inflammatory cytokines with a relevant role in the inflammatory disorders	1dfzj1b3-86-body_text.json	0	168	{'id': 'A-biobert_T4', 'span': {'begin': 61, 'end': 69}, 'obj': 'Gene'}	{'id': 14, 'span': {'begin': 33, 'end': 39}, 'obj': 'Disease'}
258	Interleukin - 1β ( IL - 1β ) and @DISEASE$ necrosis factor - α ( TNF - α ) are two important pro - inflammatory cytokines with a relevant role in the inflammatory disorder@GENE$1β ) and tumor necrosis factor - α ( TNF - α ) are two important pro - inflammatory cytokines with a relevant role in the inflammatory disorders	Interleukin - 1β ( IL - 1β ) and tumor necrosis factor - α ( TNF - α ) are two important pro - inflammatory cytokines with a relevant role in the inflammatory disorders	1dfzj1b3-86-body_text.json	0	168	{'id': 'A-biobert_T3', 'span': {'begin': 33, 'end': 59}, 'obj': 'Gene'}	{'id': 14, 'span': {'begin': 33, 'end': 39}, 'obj': 'Disease'}
259	Interleukin - 1β ( @GENE$ ) and @DISEASE$ necrosis factor - α ( TNF - α ) are two important pro - inflammatory cytokines with a relevant role in the inflammatory disorders	Interleukin - 1β ( IL - 1β ) and tumor necrosis factor - α ( TNF - α ) are two important pro - inflammatory cytokines with a relevant role in the inflammatory disorders	1dfzj1b3-86-body_text.json	0	168	{'id': 'A-biobert_T2', 'span': {'begin': 19, 'end': 27}, 'obj': 'Gene'}	{'id': 14, 'span': {'begin': 33, 'end': 39}, 'obj': 'Disease'}
260	The presence of @GENE$ in the strip may be crucial for the detection of @DISEASE$ infected patients with low antibody titers .	The presence of recombinant core and NS3 antigens in the strip may be crucial for the detection of HCV - infected patients with low antibody titers .	2586thss-23-body_text.json	874	1023	{'id': 'A-biobert_T6', 'span': {'begin': 890, 'end': 924}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 973, 'end': 979}, 'obj': 'Disease'}
261	In deer mice infected with @DISEASE$ , early expression signatures of a mixed Th1 / Th2 / Treg response were present in virus - specific CD4 + T cells , including Ifnγ , Il4 , Il5 and @GENE$ , before transitioning to a Treg - like response at persistence [ 54 ]	In deer mice infected with SNV , early expression signatures of a mixed Th1 / Th2 / Treg response were present in virus - specific CD4 + T cells , including Ifnγ , Il4 , Il5 and Tgfβ , before transitioning to a Treg - like response at persistence [ 54 ]	me1ajoyb-17-body_text.json	0	253	{'id': 'A-biobert_T4', 'span': {'begin': 178, 'end': 183}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 27, 'end': 31}, 'obj': 'Disease'}
262	In deer mice infected with @DISEASE$ , early expression signatures of a mixed Th1 / Th2 / Treg response were present in virus - specific CD4 + T cells , including Ifnγ , Il4 , @GENE$ and Tgfβ , before transitioning to a Treg - like response at persistence [ 54 ]	In deer mice infected with SNV , early expression signatures of a mixed Th1 / Th2 / Treg response were present in virus - specific CD4 + T cells , including Ifnγ , Il4 , Il5 and Tgfβ , before transitioning to a Treg - like response at persistence [ 54 ]	me1ajoyb-17-body_text.json	0	253	{'id': 'A-biobert_T3', 'span': {'begin': 170, 'end': 174}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 27, 'end': 31}, 'obj': 'Disease'}
263	In deer mice infected with @DISEASE$ , early expression signatures of a mixed Th1 / Th2 / Treg response were present in virus - specific CD4 + T cells , including Ifnγ , @GENE$ , Il5 and Tgfβ , before transitioning to a Treg - like response at persistence [ 54 ]	In deer mice infected with SNV , early expression signatures of a mixed Th1 / Th2 / Treg response were present in virus - specific CD4 + T cells , including Ifnγ , Il4 , Il5 and Tgfβ , before transitioning to a Treg - like response at persistence [ 54 ]	me1ajoyb-17-body_text.json	0	253	{'id': 'A-biobert_T2', 'span': {'begin': 164, 'end': 168}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 27, 'end': 31}, 'obj': 'Disease'}
264	In deer mice infected with @DISEASE$ , early expression signatures of a mixed Th1 / Th2 / Treg response were present in virus - specific CD4 + T cells , including @GENE$ , Il4 , Il5 and Tgfβ , before transitioning to a Treg - like response at persistence [ 54 ]	In deer mice infected with SNV , early expression signatures of a mixed Th1 / Th2 / Treg response were present in virus - specific CD4 + T cells , including Ifnγ , Il4 , Il5 and Tgfβ , before transitioning to a Treg - like response at persistence [ 54 ]	me1ajoyb-17-body_text.json	0	253	{'id': 'A-biobert_T1', 'span': {'begin': 157, 'end': 162}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 27, 'end': 31}, 'obj': 'Disease'}
265	Viperin is highly conserved in evolution and was first identified as an @GENE$ with antiviral activity against human @DISEASE$ in 2001 [ 157 ]	Viperin is highly conserved in evolution and was first identified as an IFN - inducible protein with antiviral activity against human cytomegalovirus in 2001 [ 157 ]	p2h8p5bm-31-body_text.json	0	165	{'id': 'A-biobert_T2', 'span': {'begin': 72, 'end': 96}, 'obj': 'Gene'}	{'id': 28, 'span': {'begin': 134, 'end': 150}, 'obj': 'Disease'}
266	Within the family of flaviviridae , @GENE$ has been shown to inhibit several members , such as WNV [ 160 ] , DENV [ 161 ] , ZIKV [ 162 ] , @DISEASE$ [ 163 ] , and TBEV [ 86 , 141 , 149 , 150 ]	Within the family of flaviviridae , viperin has been shown to inhibit several members , such as WNV [ 160 ] , DENV [ 161 ] , ZIKV [ 162 ] , hepatitis C virus [ 163 ] , and TBEV [ 86 , 141 , 149 , 150 ]	p2h8p5bm-31-body_text.json	393	594	{'id': 'A-biobert_T5', 'span': {'begin': 429, 'end': 437}, 'obj': 'Gene'}	{'id': 29, 'span': {'begin': 533, 'end': 551}, 'obj': 'Disease'}
267	In TBEV infection , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the @GENE$@DISEASE$ , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	In TBEV infection , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	p2h8p5bm-24-body_text.json	0	240	{'id': 'A-biobert_T3', 'span': {'begin': 112, 'end': 120}, 'obj': 'Gene'}	{'id': 28, 'span': {'begin': 213, 'end': 228}, 'obj': 'Disease'}
268	In TBEV infection , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the @GENE$ pathway has been shown to protect mice from lethal @DISEASE$ and prolong survival after TBEV infection [ 80 , 128 ]	In TBEV infection , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	p2h8p5bm-24-body_text.json	0	240	{'id': 'A-biobert_T3', 'span': {'begin': 112, 'end': 120}, 'obj': 'Gene'}	{'id': 27, 'span': {'begin': 171, 'end': 186}, 'obj': 'Disease'}
269	In @DISEASE$ , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the @GENE$ pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	In TBEV infection , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	p2h8p5bm-24-body_text.json	0	240	{'id': 'A-biobert_T3', 'span': {'begin': 112, 'end': 120}, 'obj': 'Gene'}	{'id': 26, 'span': {'begin': 3, 'end': 18}, 'obj': 'Disease'}
270	In TBEV infection , IFNβ induction has been shown to correlate with amount of @GENE$@DISEASE$ , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	In TBEV infection , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	p2h8p5bm-24-body_text.json	0	240	{'id': 'A-biobert_T2', 'span': {'begin': 78, 'end': 102}, 'obj': 'Gene'}	{'id': 28, 'span': {'begin': 213, 'end': 228}, 'obj': 'Disease'}
271	In TBEV infection , IFNβ induction has been shown to correlate with amount of @GENE$ , and the IPS - 1 pathway has been shown to protect mice from lethal @DISEASE$ and prolong survival after TBEV infection [ 80 , 128 ]	In TBEV infection , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	p2h8p5bm-24-body_text.json	0	240	{'id': 'A-biobert_T2', 'span': {'begin': 78, 'end': 102}, 'obj': 'Gene'}	{'id': 27, 'span': {'begin': 171, 'end': 186}, 'obj': 'Disease'}
272	In @DISEASE$ , IFNβ induction has been shown to correlate with amount of @GENE$ , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	In TBEV infection , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	p2h8p5bm-24-body_text.json	0	240	{'id': 'A-biobert_T2', 'span': {'begin': 78, 'end': 102}, 'obj': 'Gene'}	{'id': 26, 'span': {'begin': 3, 'end': 18}, 'obj': 'Disease'}
273	In TBEV infection , @GENE$@DISEASE$ , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	In TBEV infection , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	p2h8p5bm-24-body_text.json	0	240	{'id': 'A-biobert_T1', 'span': {'begin': 20, 'end': 25}, 'obj': 'Gene'}	{'id': 28, 'span': {'begin': 213, 'end': 228}, 'obj': 'Disease'}
274	In TBEV infection , @GENE$ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal @DISEASE$ and prolong survival after TBEV infection [ 80 , 128 ]	In TBEV infection , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	p2h8p5bm-24-body_text.json	0	240	{'id': 'A-biobert_T1', 'span': {'begin': 20, 'end': 25}, 'obj': 'Gene'}	{'id': 27, 'span': {'begin': 171, 'end': 186}, 'obj': 'Disease'}
275	In @DISEASE$ , @GENE$ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	In TBEV infection , IFNβ induction has been shown to correlate with amount of intracellular viral RNA , and the IPS - 1 pathway has been shown to protect mice from lethal LGTV infection and prolong survival after TBEV infection [ 80 , 128 ]	p2h8p5bm-24-body_text.json	0	240	{'id': 'A-biobert_T1', 'span': {'begin': 20, 'end': 25}, 'obj': 'Gene'}	{'id': 26, 'span': {'begin': 3, 'end': 18}, 'obj': 'Disease'}
276	Furthermore , IFNβ induction was shown to be completely dependent on IPS - 1 and IRF3 in mouse embryonic fibroblasts and viral recognition through the IPS - 1 - pathway was shown to be dependent on RIG - I and not @GENE$ in human @DISEASE$ cells ( U2OS ) [ 80 , 83 ]	Furthermore , IFNβ induction was shown to be completely dependent on IPS - 1 and IRF3 in mouse embryonic fibroblasts and viral recognition through the IPS - 1 - pathway was shown to be dependent on RIG - I and not MDA - 5 in human osteosarcoma cells ( U2OS ) [ 80 , 83 ]	p2h8p5bm-24-body_text.json	621	891	{'id': 'A-biobert_T14', 'span': {'begin': 835, 'end': 843}, 'obj': 'Gene'}	{'id': 29, 'span': {'begin': 852, 'end': 865}, 'obj': 'Disease'}
277	Furthermore , IFNβ induction was shown to be completely dependent on IPS - 1 and IRF3 in mouse embryonic fibroblasts and viral recognition through the IPS - 1 - pathway was shown to be dependent on @GENE$ and not MDA - 5 in human @DISEASE$ cells ( U2OS ) [ 80 , 83 ]	Furthermore , IFNβ induction was shown to be completely dependent on IPS - 1 and IRF3 in mouse embryonic fibroblasts and viral recognition through the IPS - 1 - pathway was shown to be dependent on RIG - I and not MDA - 5 in human osteosarcoma cells ( U2OS ) [ 80 , 83 ]	p2h8p5bm-24-body_text.json	621	891	{'id': 'A-biobert_T13', 'span': {'begin': 819, 'end': 827}, 'obj': 'Gene'}	{'id': 29, 'span': {'begin': 852, 'end': 865}, 'obj': 'Disease'}
278	Furthermore , IFNβ induction was shown to be completely dependent on @GENE$ and IRF3 in mouse embryonic fibroblasts and viral recognition through the IPS - 1 - pathway was shown to be dependent on RIG - I and not MDA - 5 in human @DISEASE$ cells ( U2OS ) [ 80 , 83 ]	Furthermore , IFNβ induction was shown to be completely dependent on IPS - 1 and IRF3 in mouse embryonic fibroblasts and viral recognition through the IPS - 1 - pathway was shown to be dependent on RIG - I and not MDA - 5 in human osteosarcoma cells ( U2OS ) [ 80 , 83 ]	p2h8p5bm-24-body_text.json	621	891	{'id': 'A-biobert_T12', 'span': {'begin': 772, 'end': 780}, 'obj': 'Gene'}	{'id': 29, 'span': {'begin': 852, 'end': 865}, 'obj': 'Disease'}
